,latitude,longitude,time,rain chance,warnings
352,42.140486,-104.359377,2024-07-28T00,0.42,LOW
353,42.140486,-104.359377,2024-07-28T03,0.2,LOW
354,42.140486,-104.359377,2024-07-28T18,0.15,LOW
355,42.147954,-104.375295,2024-07-26T21,0.6,HIGH
356,42.147954,-104.375295,2024-07-27T00,0.49,LOW
357,42.147954,-104.375295,2024-07-27T03,0.11,LOW
358,42.147954,-104.375295,2024-07-27T18,0.36,LOW
359,42.147954,-104.375295,2024-07-27T21,0.61,HIGH
360,42.147954,-104.375295,2024-07-28T00,0.42,LOW
361,42.147954,-104.375295,2024-07-28T03,0.2,LOW
362,42.147954,-104.375295,2024-07-28T18,0.15,LOW
363,42.155465,-104.391287,2024-07-26T21,0.6,HIGH
364,42.155465,-104.391287,2024-07-27T00,0.49,LOW
365,42.155465,-104.391287,2024-07-27T03,0.11,LOW
366,42.155465,-104.391287,2024-07-27T18,0.36,LOW
367,42.155465,-104.391287,2024-07-27T21,0.61,HIGH
368,42.155465,-104.391287,2024-07-28T00,0.42,LOW
369,42.155465,-104.391287,2024-07-28T03,0.2,LOW
370,42.155465,-104.391287,2024-07-28T18,0.15,LOW
371,42.166591,-104.414994,2024-07-26T21,0.6,HIGH
372,42.166591,-104.414994,2024-07-27T00,0.49,LOW
373,42.166591,-104.414994,2024-07-27T03,0.11,LOW
374,42.166591,-104.414994,2024-07-27T18,0.36,LOW
375,42.166591,-104.414994,2024-07-27T21,0.61,HIGH
376,42.166591,-104.414994,2024-07-28T00,0.42,LOW
377,42.166591,-104.414994,2024-07-28T03,0.2,LOW
378,42.166591,-104.414994,2024-07-28T18,0.15,LOW
379,42.169672,-104.421455,2024-07-26T21,0.6,HIGH
380,42.169672,-104.421455,2024-07-27T00,0.49,LOW
381,42.169672,-104.421455,2024-07-27T03,0.1,LOW
382,42.169672,-104.421455,2024-07-27T18,0.37,LOW
383,42.169672,-104.421455,2024-07-27T21,0.61,HIGH
384,42.169672,-104.421455,2024-07-28T00,0.42,LOW
385,42.169672,-104.421455,2024-07-28T03,0.2,LOW
386,42.169672,-104.421455,2024-07-28T18,0.15,LOW
387,42.184244,-104.452381,2024-07-26T21,0.6,HIGH
388,42.184244,-104.452381,2024-07-27T00,0.49,LOW
389,42.184244,-104.452381,2024-07-27T03,0.1,LOW
390,42.184244,-104.452381,2024-07-27T18,0.37,LOW
391,42.184244,-104.452381,2024-07-27T21,0.61,HIGH
392,42.184244,-104.452381,2024-07-28T00,0.42,LOW
393,42.184244,-104.452381,2024-07-28T03,0.2,LOW
394,42.184244,-104.452381,2024-07-28T18,0.15,LOW
395,42.185229,-104.454717,2024-07-26T21,0.6,HIGH
396,42.185229,-104.454717,2024-07-27T00,0.5,LOW
397,42.185229,-104.454717,2024-07-27T03,0.1,LOW
398,42.185229,-104.454717,2024-07-27T18,0.37,LOW
399,42.185229,-104.454717,2024-07-27T21,0.61,HIGH
400,42.185229,-104.454717,2024-07-28T00,0.4,LOW
401,42.185229,-104.454717,2024-07-28T03,0.2,LOW
402,42.185229,-104.454717,2024-07-28T18,0.15,LOW
403,42.200143,-104.486568,2024-07-26T21,0.61,HIGH
404,42.200143,-104.486568,2024-07-27T00,0.5,LOW
405,42.200143,-104.486568,2024-07-27T03,0.1,LOW
406,42.200143,-104.486568,2024-07-27T18,0.38,LOW
407,42.200143,-104.486568,2024-07-27T21,0.61,HIGH
408,42.200143,-104.486568,2024-07-28T00,0.4,LOW
409,42.200143,-104.486568,2024-07-28T03,0.2,LOW
410,42.200143,-104.486568,2024-07-28T18,0.15,LOW
411,42.2054,-104.499366,2024-07-26T21,0.61,HIGH
412,42.2054,-104.499366,2024-07-27T00,0.5,LOW
413,42.2054,-104.499366,2024-07-27T03,0.1,LOW
414,42.2054,-104.499366,2024-07-27T18,0.37,LOW
415,42.2054,-104.499366,2024-07-27T21,0.61,HIGH
416,42.2054,-104.499366,2024-07-28T00,0.37,LOW
417,42.2054,-104.499366,2024-07-28T03,0.2,LOW
418,42.2054,-104.499366,2024-07-28T18,0.15,LOW
419,42.212034,-104.513466,2024-07-26T21,0.61,HIGH
420,42.212034,-104.513466,2024-07-27T00,0.51,HIGH
421,42.212034,-104.513466,2024-07-27T03,0.1,LOW
422,42.212034,-104.513466,2024-07-27T18,0.38,LOW
423,42.212034,-104.513466,2024-07-27T21,0.61,HIGH
424,42.212034,-104.513466,2024-07-28T00,0.37,LOW
425,42.212034,-104.513466,2024-07-28T03,0.21,LOW
426,42.212034,-104.513466,2024-07-28T18,0.15,LOW
427,42.225572,-104.535225,2024-07-26T21,0.61,HIGH
428,42.225572,-104.535225,2024-07-27T00,0.51,HIGH
429,42.225572,-104.535225,2024-07-27T03,0.1,LOW
430,42.225572,-104.535225,2024-07-27T18,0.38,LOW
431,42.225572,-104.535225,2024-07-27T21,0.61,HIGH
432,42.225572,-104.535225,2024-07-28T00,0.32,LOW
433,42.225572,-104.535225,2024-07-28T03,0.21,LOW
434,42.225572,-104.535225,2024-07-28T18,0.15,LOW
435,42.231829,-104.546858,2024-07-26T21,0.61,HIGH
436,42.231829,-104.546858,2024-07-27T00,0.51,HIGH
437,42.231829,-104.546858,2024-07-27T03,0.1,LOW
438,42.231829,-104.546858,2024-07-27T18,0.38,LOW
439,42.231829,-104.546858,2024-07-27T21,0.61,HIGH
440,42.231829,-104.546858,2024-07-28T00,0.32,LOW
441,42.231829,-104.546858,2024-07-28T03,0.21,LOW
442,42.231829,-104.546858,2024-07-28T18,0.15,LOW
443,42.232037,-104.547424,2024-07-26T21,0.61,HIGH
444,42.232037,-104.547424,2024-07-27T00,0.52,HIGH
445,42.232037,-104.547424,2024-07-27T03,0.1,LOW
446,42.232037,-104.547424,2024-07-27T18,0.38,LOW
447,42.232037,-104.547424,2024-07-27T21,0.61,HIGH
448,42.232037,-104.547424,2024-07-28T00,0.32,LOW
449,42.232037,-104.547424,2024-07-28T03,0.21,LOW
450,42.232037,-104.547424,2024-07-28T18,0.15,LOW
451,42.243387,-104.576211,2024-07-26T21,0.61,HIGH
452,42.243387,-104.576211,2024-07-27T00,0.52,HIGH
453,42.243387,-104.576211,2024-07-27T03,0.1,LOW
454,42.243387,-104.576211,2024-07-27T18,0.39,LOW
455,42.243387,-104.576211,2024-07-27T21,0.61,HIGH
456,42.243387,-104.576211,2024-07-28T00,0.32,LOW
457,42.243387,-104.576211,2024-07-28T03,0.21,LOW
458,42.243387,-104.576211,2024-07-28T18,0.15,LOW
459,42.244079,-104.57745,2024-07-26T21,0.61,HIGH
460,42.244079,-104.57745,2024-07-27T00,0.52,HIGH
